study_id,site_id,crop,biome_num,management,sampling_year,log_vr_large,log_vr_small,plot_id,log_vr_total,global_regressor_V0
Christof_Schuepp_Prunus_avium_Switzerland_2011,24,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_342,-3.80666248977032,-2.000383
Christof_Schuepp_Prunus_avium_Switzerland_2011,25,Prunus avium,4,2,2011,-4.49980967033027,-3.1135153092103742,Plot_343,-3.1135153092103742,-2.0658875
Christof_Schuepp_Prunus_avium_Switzerland_2011,26,Prunus avium,4,2,2011,-4.49980967033027,-2.890371757896165,Plot_344,-2.890371757896165,-2.6070921
Christof_Schuepp_Prunus_avium_Switzerland_2011,27,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_345,-3.80666248977032,-2.6508596
Christof_Schuepp_Prunus_avium_Switzerland_2011,30,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_347,-3.80666248977032,-2.4457011
Christof_Schuepp_Prunus_avium_Switzerland_2011,9,Prunus avium,4,2,2011,-4.49980967033027,-3.80666248977032,Plot_328,-3.80666248977032,-2.8855677
Claire_Kremen_Fragaria_ananassa_USA_2012,AR,Fragaria x ananassa,12,3,2012,-1.6519975268529,0.1177830356563834,Plot_348,0.268754062566262,-1.0530334
Claire_Kremen_Fragaria_ananassa_USA_2012,C,Fragaria x ananassa,12,3,2012,-1.6519975268529,-1.2611312181658847,Plot_349,-0.7621400520468967,-1.7954538
Claire_Kremen_Fragaria_ananassa_USA_2012,CB,Fragaria x ananassa,12,3,2012,-2.22254238532051,-0.5389965007326869,Plot_350,-0.3807724955177928,-1.021049
Claire_Kremen_Fragaria_ananassa_USA_2012,DS,Fragaria x ananassa,12,3,2012,-4.78749174278205,-2.302585092994045,Plot_351,-2.302585092994045,-1.7881676
Claire_Kremen_Fragaria_ananassa_USA_2012,F,Fragaria x ananassa,5,3,2012,-4.78749174278205,0.9994056385846616,Plot_352,0.9994056385846616,-0.822885
Claire_Kremen_Fragaria_ananassa_USA_2012,FE,Fragaria x ananassa,12,3,2012,-4.78749174278205,-2.079441541679836,Plot_353,-2.079441541679836,-2.5877705
Claire_Kremen_Fragaria_ananassa_USA_2012,LE,Fragaria x ananassa,12,3,2012,-4.78749174278205,-0.4436863209283621,Plot_354,-0.4436863209283621,-1.3281121
Claire_Kremen_Fragaria_ananassa_USA_2012,M,Fragaria x ananassa,12,3,2012,-4.78749174278205,1.1287103198253892,Plot_355,1.1287103198253892,-0.016719963
Claire_Kremen_Fragaria_ananassa_USA_2012,RB,Fragaria x ananassa,12,3,2012,-3.40119738166216,-0.0512932943875505,Plot_356,-0.0253178079842898,-3.13269
Claire_Kremen_Fragaria_ananassa_USA_2012,RF,Fragaria x ananassa,12,3,2012,-1.49165487677772,-0.4970323016336549,Plot_357,-0.1923718926474561,-0.7106196
Claire_Kremen_Fragaria_ananassa_USA_2012,RH,Fragaria x ananassa,12,3,2012,-4.0943445622221,-1.5686159179138452,Plot_358,-1.529395204760564,-2.0612803
Claire_Kremen_Fragaria_ananassa_USA_2012,RK,Fragaria x ananassa,12,3,2012,-4.78749174278205,-2.0149030205422647,Plot_359,-2.0149030205422647,-2.8623474
Claire_Kremen_Fragaria_ananassa_USA_2012,S,Fragaria x ananassa,12,3,2012,-3.68887945411394,-0.0425596144187958,Plot_360,-0.0253178079842898,-0.66464823
Claire_Kremen_Fragaria_ananassa_USA_2012,SH,Fragaria x ananassa,5,3,2012,-1.52939520476056,-0.8754687373538999,Plot_361,-0.4700036292457356,-0.6456088
Claire_Kremen_Fragaria_ananassa_USA_2012,TB,Fragaria x ananassa,12,3,2012,-4.78749174278205,-3.1780538303479458,Plot_362,-3.1780538303479458,-2.281067
Claire_Kremen_Fragaria_ananassa_USA_2012,UC,Fragaria x ananassa,12,3,2012,-4.0943445622221,0.4647816852645838,Plot_363,0.4700036292457356,0.8851165
David_Crowder_Brassica_napus_USA_2013,clar1,Brassica napus,8,0,2013,-2.01490302054226,-3.4011973816621555,Plot_407,-2.0149030205422647,-2.4407697
David_Crowder_Brassica_napus_USA_2013,clar2,Brassica napus,8,0,2013,-3.40119738166216,-2.70805020110221,Plot_408,-2.70805020110221,-2.556419
David_Crowder_Brassica_napus_USA_2013,conr1,Brassica napus,8,0,2013,-3.40119738166216,-1.0986122886681098,Plot_409,-1.0986122886681098,-3.073513
David_Crowder_Brassica_napus_USA_2013,druf1,Brassica napus,8,0,2013,-3.40119738166216,-2.70805020110221,Plot_410,-2.70805020110221,-3.428163
David_Crowder_Brassica_napus_USA_2013,hinn1,Brassica napus,8,0,2013,-3.40119738166216,-1.791759469228055,Plot_411,-1.791759469228055,-2.8435698
David_Crowder_Brassica_napus_USA_2013,hinn2,Brassica napus,8,0,2013,-3.40119738166216,-2.0149030205422647,Plot_412,-2.0149030205422647,-2.1352525
David_Crowder_Brassica_napus_USA_2013,jens1,Brassica napus,8,0,2013,-3.40119738166216,-2.70805020110221,Plot_413,-2.70805020110221,-3.018283
David_Crowder_Brassica_napus_USA_2013,odbe1,Brassica napus,8,0,2013,-3.40119738166216,-2.302585092994045,Plot_415,-2.302585092994045,-2.9559422
David_Crowder_Brassica_napus_USA_2013,pcfs2,Brassica napus,8,0,2013,-3.40119738166216,-1.791759469228055,Plot_416,-1.791759469228055,-1.8887391
David_Crowder_Brassica_napus_USA_2013,stub3,Brassica napus,8,0,2013,-3.40119738166216,-2.0149030205422647,Plot_417,-2.0149030205422647,-3.334488
David_Crowder_Brassica_napus_USA_2013,stub7,Brassica napus,8,0,2013,-3.40119738166216,-2.302585092994045,Plot_418,-2.302585092994045,-2.989159
David_Crowder_Brassica_napus_USA_2013,UIK,Brassica napus,8,0,2013,-3.40119738166216,-2.70805020110221,Plot_419,-2.70805020110221,-2.3212032
David_Crowder_Brassica_napus_USA_2013,UIP,Brassica napus,8,0,2013,-3.40119738166216,-2.302585092994045,Plot_420,-2.302585092994045,-2.4987767
David_Crowder_Brassica_napus_USA_2013,winf1,Brassica napus,8,0,2013,-3.40119738166216,-2.70805020110221,Plot_421,-2.70805020110221,-3.2482448
David_Crowder_Brassica_napus_USA_2014,beck2,Brassica napus,8,0,2014,-3.40119738166216,-1.791759469228055,Plot_422,-1.791759469228055,-2.7591205
David_Crowder_Brassica_napus_USA_2014,clar4,Brassica napus,8,0,2014,-3.40119738166216,-1.6094379124341005,Plot_423,-1.6094379124341005,-1.7024364
David_Crowder_Brassica_napus_USA_2014,conr4,Brassica napus,8,0,2014,-3.40119738166216,-1.455287232606842,Plot_424,-1.455287232606842,-3.008218
David_Crowder_Brassica_napus_USA_2014,conr5,Brassica napus,8,0,2014,-2.70805020110221,-2.0149030205422647,Plot_425,-1.791759469228055,-3.569672
David_Crowder_Brassica_napus_USA_2014,druf3,Brassica napus,8,0,2014,-3.40119738166216,-2.70805020110221,Plot_426,-2.70805020110221,-2.5050125
David_Crowder_Brassica_napus_USA_2014,jens3,Brassica napus,8,0,2014,-3.40119738166216,-1.0033021088637848,Plot_427,-1.0033021088637848,-2.4955096
David_Crowder_Brassica_napus_USA_2014,jens4,Brassica napus,8,0,2014,-3.40119738166216,-2.302585092994045,Plot_428,-2.302585092994045,-3.2705045
David_Crowder_Brassica_napus_USA_2014,odbe2,Brassica napus,8,0,2014,-2.70805020110221,-1.6094379124341005,Plot_429,-1.455287232606842,-2.6788936
David_Crowder_Brassica_napus_USA_2014,olso3,Brassica napus,8,0,2014,-3.40119738166216,-0.8362480242006186,Plot_431,-0.8362480242006186,-1.9277179
David_Crowder_Brassica_napus_USA_2014,UIK2,Brassica napus,8,0,2014,-3.40119738166216,-2.70805020110221,Plot_435,-2.70805020110221,-2.1999342
David_Crowder_Brassica_napus_USA_2014,UIP4,Brassica napus,8,0,2014,-3.40119738166216,-0.5679840376059393,Plot_436,-0.5679840376059393,-1.5557338
David_Crowder_Fragaria_ananassa_USA_2016,site_13,Fragaria x ananassa,5,3,2016,-1.26113121816588,-2.995732273553991,Plot_442,-1.1499055830556604,-2.2164695
David_Crowder_Fragaria_ananassa_USA_2016,site_18,Fragaria x ananassa,5,3,2016,-1.52939520476056,-2.995732273553991,Plot_443,-1.3862943611198906,-1.2642438
David_Crowder_Fragaria_ananassa_USA_2016,site_23,Fragaria x ananassa,5,3,2016,-2.70805020110221,-3.4011973816621555,Plot_444,-2.4849066497880004,-1.2642438
David_Crowder_Fragaria_ananassa_USA_2016,site_24,Fragaria x ananassa,5,3,2016,-2.99573227355399,-3.4011973816621555,Plot_445,-2.70805020110221,-2.810074
David_Crowder_Fragaria_ananassa_USA_2016,site_25,Fragaria x ananassa,5,3,2016,-1.45528723260684,-4.0943445622221,Plot_446,-1.455287232606842,-2.810074
David_Crowder_Fragaria_ananassa_USA_2016,site_26,Fragaria x ananassa,5,3,2016,-2.99573227355399,-3.4011973816621555,Plot_447,-2.70805020110221,-2.6091104
David_Crowder_Fragaria_ananassa_USA_2016,site_29,Fragaria x ananassa,5,3,2016,-2.99573227355399,-4.0943445622221,Plot_448,-2.995732273553991,-2.6091104
David_Crowder_Fragaria_ananassa_USA_2016,site_3,Fragaria x ananassa,5,3,2016,-1.52939520476056,-3.4011973816621555,Plot_437,-1.455287232606842,-0.9085191
David_Crowder_Fragaria_ananassa_USA_2016,site_30,Fragaria x ananassa,5,3,2016,-4.0943445622221,-2.70805020110221,Plot_449,-2.70805020110221,-2.559258
David_Crowder_Fragaria_ananassa_USA_2016,site_34,Fragaria x ananassa,5,3,2016,-2.70805020110221,-2.1484344131667874,Plot_451,-1.791759469228055,-2.2249002
David_Crowder_Fragaria_ananassa_USA_2016,site_36,Fragaria x ananassa,5,3,2016,-1.69644928942373,-3.4011973816621555,Plot_452,-1.6094379124341005,-2.2249002
David_Crowder_Fragaria_ananassa_USA_2016,site_5,Fragaria x ananassa,5,3,2016,-1.6094379124341,-3.4011973816621555,Plot_438,-1.529395204760564,-0.9085191
David_Crowder_Fragaria_ananassa_USA_2016,site_6,Fragaria x ananassa,5,3,2016,-0.660357357736954,-2.995732273553991,Plot_439,-0.5978370007556204,-1.8002884
David_Crowder_Fragaria_ananassa_USA_2016,site_7,Fragaria x ananassa,5,3,2016,-1.89711998488588,-4.0943445622221,Plot_440,-1.8971199848858813,-1.8002884
David_Crowder_Fragaria_ananassa_USA_2016,site_8,Fragaria x ananassa,5,3,2016,-3.40119738166216,-3.4011973816621555,Plot_441,-2.995732273553991,-2.2164695
David_Kleijn_Allium_porrum_Italy_2012,1_Prod_Field,Allium porrum,12,0,2012,-0.356674943938732,0.6418538861723947,Plot_453,0.9162907318741552,-1.7104118
David_Kleijn_Allium_porrum_Italy_2012,1TT,Allium porrum,12,0,2012,-1.20397280432594,0.8754687373538999,Plot_454,0.9555114450274363,-1.4121416
David_Kleijn_Allium_porrum_Italy_2012,2TT,Allium porrum,12,0,2012,0.78845736036427,0.7884573603642703,Plot_455,1.4586150226995167,-1.1362438
David_Kleijn_Allium_porrum_Italy_2012,3TT,Allium porrum,12,0,2012,-2.30258509299405,-0.3566749439387324,Plot_456,-0.3566749439387324,-2.8138323
David_Kleijn_Allium_porrum_Italy_2012,4TT,Allium porrum,12,0,2012,-1.6094379124341,0.1823215567939546,Plot_457,0.262364264467491,-2.7954087
David_Kleijn_Allium_porrum_Italy_2012,5TT,Allium porrum,12,0,2012,-1.20397280432594,-1.6094379124341005,Plot_458,-0.916290731874155,-3.2604156
David_Kleijn_Allium_porrum_Italy_2012,6TT,Allium porrum,12,0,2012,0.0953101798043249,0.7884573603642703,Plot_459,1.1631508098056809,-1.8654413
David_Kleijn_Allium_porrum_Italy_2012,7TT,Allium porrum,12,0,2012,-2.30258509299405,-1.203972804325936,Plot_460,-1.203972804325936,-3.4292831
David_Kleijn_Allium_porrum_Italy_2012,8TT,Allium porrum,12,0,2012,0.0,0.0,Plot_461,0.6418538861723947,-2.1693997
David_Kleijn_Allium_porrum_Italy_2012,Prod. Bedr.,Allium porrum,12,0,2012,-2.30258509299405,0.0,Plot_462,0.0,-1.733009
Dupont_redclover_Denmark_2008,Braedstrup_2008,Trifolium pratense,4,3,2008,0.734667185778132,-4.607667066186679,Plot_2921,0.7346671857781324,-1.5070031
Dupont_redclover_Denmark_2008,Brushojgard_2008,Trifolium pratense,4,3,2008,0.921563508235545,-3.713165479994091,Plot_2920,0.9215635082355448,-1.9549885
Dupont_redclover_Denmark_2008,"Frijsendalsvej, Sall_2008",Trifolium pratense,4,3,2008,1.31997171818882,-4.314817884980432,Plot_2922,1.3199717181888182,-1.119874
Dupont_redclover_Denmark_2008,Galten_2008,Trifolium pratense,4,3,2008,0.834426322683508,-5.680286368189022,Plot_2923,0.8344263226835077,-2.0697842
Dupont_redclover_Denmark_2008,"Gjern, Tingvejen_2008",Trifolium pratense,4,3,2008,0.99213475005396,-4.549128795104466,Plot_2924,0.9921347500539596,-1.347517
Dupont_redclover_Denmark_2008,Hesselballe_2008,Trifolium pratense,4,3,2008,1.5630020754263,-4.035419883572072,Plot_2925,1.5630020754263032,-0.692759
Dupont_redclover_Denmark_2008,Odense_2008,Trifolium pratense,4,3,2008,1.09425432850628,-4.710880640410205,Plot_2926,1.094254328506283,-0.58071125
Dupont_redclover_Denmark_2008,Randers NO Syd_2008,Trifolium pratense,4,3,2008,0.283969373627618,-5.1670690799380825,Plot_2927,0.2839693736276178,-2.4267812
Dupont_redclover_Denmark_2008,Skejby_2008,Trifolium pratense,4,3,2008,0.905385498391893,-4.341638573768593,Plot_2928,0.905385498391893,-0.45129192
Dupont_redclover_Denmark_2008,Vamdrup_2008,Trifolium pratense,4,3,2008,0.766280844712925,-4.722656881443761,Plot_2929,0.7662808447129252,-2.7546577
Dupont_redclover_Denmark_2008,"Vester Skerninge, Amarksvej_2008",Trifolium pratense,4,3,2008,1.40220632811251,-4.83416326209119,Plot_2930,1.4022063281125143,-0.9340542
Dupont_redclover_Denmark_2009,Braedstrup_2009,Trifolium pratense,4,3,2009,-1.5508078279827,-4.728861658330644,Plot_2931,-1.5508078279826985,-2.7229278
Dupont_redclover_Denmark_2009,Galten_2009,Trifolium pratense,4,3,2009,-0.594742474053219,-4.769129743948856,Plot_2932,-0.5947424740532191,-0.68888307
Dupont_redclover_Denmark_2009,"Gjern, Blak_2009",Trifolium pratense,4,3,2009,-0.164890146946022,-4.61923744319953,Plot_2933,-0.1648901469460224,-1.5371358
Dupont_redclover_Denmark_2009,"Gjern, Tingvejen_2009",Trifolium pratense,4,3,2009,0.133803538496389,-4.520156811661135,Plot_2934,0.1338035384963887,-2.2728798
Dupont_redclover_Denmark_2009,Hammel 1_2009,Trifolium pratense,4,3,2009,0.376932403025431,-5.495185386449985,Plot_2935,0.3769324030254307,-1.119874
Dupont_redclover_Denmark_2009,Hammel 2_2009,Trifolium pratense,4,3,2009,0.107495228001545,-4.998450245899036,Plot_2936,0.1074952280015445,-2.0348313
Dupont_redclover_Denmark_2009,Horning_2009,Trifolium pratense,4,3,2009,1.09545359621144,-5.493472881322078,Plot_2937,1.0954535962114418,-2.0367675
Dupont_redclover_Denmark_2009,Nr. Aaby_2009,Trifolium pratense,4,3,2009,0.135955636236029,-5.0401940963378005,Plot_2938,0.1359556362360289,-0.9464546
Dupont_redclover_Denmark_2009,Odense_2009,Trifolium pratense,4,3,2009,1.02130746146175,-4.910937725986259,Plot_2939,1.021307461461751,-0.58071125
Dupont_redclover_Denmark_2009,Randers NO Nord_2009,Trifolium pratense,4,3,2009,0.817622334693569,-4.7733646458172885,Plot_2940,0.8176223346935686,-2.1935236
Dupont_redclover_Denmark_2009,Randers NO Syd_2009,Trifolium pratense,4,3,2009,0.801518922144918,-4.800599898734783,Plot_2941,0.8015189221449183,-2.4267812
Dupont_redclover_Denmark_2009,Randers SO_2009,Trifolium pratense,4,3,2009,1.03789876874366,-4.946037511943528,Plot_2942,1.037898768743662,-1.8563721
Dupont_redclover_Denmark_2009,Ringe_2009,Trifolium pratense,4,3,2009,0.954002010778582,-4.848116364598481,Plot_2943,0.9540020107785822,-2.1532469
Dupont_redclover_Denmark_2009,Ry_2009,Trifolium pratense,4,3,2009,0.788533815886307,-4.595961246902782,Plot_2944,0.7885338158863067,-0.8141682
Dupont_redclover_Denmark_2009,Skive_2009,Trifolium pratense,4,3,2009,-0.44416519485393,-4.800874021543522,Plot_2945,-0.4441651948539303,-1.4459722
Dupont_redclover_Denmark_2009,"Vester Skerninge, Kohavevej_2009",Trifolium pratense,4,3,2009,0.371344086470156,-5.040301965384884,Plot_2946,0.371344086470156,-1.6850822
Dupont_redclover_Denmark_2009,Viborg_2009,Trifolium pratense,4,3,2009,-0.4134577728522,-5.095588999976419,Plot_2947,-0.4134577728521997,-2.352141
Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,Plot_2C_2010_Glebe500_06,Malus domestica,2,0,2010,-3.68887945411394,-2.5902671654458267,Plot_565,-2.5902671654458267,-3.3120775
Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,Plot_5B_2010_Glebe500_06,Malus domestica,2,0,2010,-4.9416424226093,-3.555348061489413,Plot_569,-3.555348061489413,-2.9700775
Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,Plot_5C_2010_Glebe500_05,Malus domestica,2,0,2010,-4.78749174278205,-2.995732273553991,Plot_570,-2.995732273553991,-3.3133082
Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2010,Plot_6A_2010_Glebe500_06,Malus domestica,2,0,2010,-4.78749174278205,-2.5902671654458267,Plot_571,-2.5902671654458267,-2.625629
Fabiana_Oliveira_da_Silva_Malus_domestica_Brazil_2012,Plot_1B_2012_Glebe500_05,Malus domestica,2,0,2012,-4.78749174278205,-3.1780538303479458,Plot_579,-3.1780538303479458,-2.805982
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon02_dry,Abelmoschus esculentus,1,0,2015,-4.0943445622221,-3.4011973816621555,Plot_586,-3.4011973816621555,-2.5647027
Finbarr_G_Horgan_Abelmoschus_esculentus_Philippines_2015,Bukidnon02_wet,Abelmoschus esculentus,1,0,2015,-4.0943445622221,-2.995732273553991,Plot_587,-2.995732273553991,-2.5647027
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Bukidnon01_dry,Cucumis sativus,1,0,2015,-4.0943445622221,-1.0033021088637848,Plot_596,-1.0033021088637848,-2.1741562
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Bukidnon01_wet,Cucumis sativus,1,0,2015,-4.0943445622221,-2.302585092994045,Plot_597,-2.302585092994045,-2.1741562
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Bukidnon02_dry,Cucumis sativus,1,0,2015,-4.0943445622221,-2.302585092994045,Plot_598,-2.302585092994045,-2.5647027
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Bukidnon02_wet,Cucumis sativus,1,0,2015,-4.0943445622221,-3.4011973816621555,Plot_599,-3.4011973816621555,-2.5647027
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,IRRI700_wet,Cucumis sativus,1,0,2015,-4.0943445622221,-2.995732273553991,Plot_605,-2.995732273553991,-2.6277068
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Tanay_dry,Cucumis sativus,1,0,2015,-4.0943445622221,-1.1499055830556604,Plot_606,-1.1499055830556604,-1.6485856
Finbarr_G_Horgan_Cucumis_sativus_Philippines_2015,Tanay_wet,Cucumis sativus,1,0,2015,-4.0943445622221,-2.302585092994045,Plot_607,-2.302585092994045,-1.6485856
Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,Bukidnon01_wet,Lagenaria siceraria,1,0,2015,-4.0943445622221,-2.995732273553991,Plot_609,-2.995732273553991,-2.1741562
Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,Bukidnon02_wet,Lagenaria siceraria,1,0,2015,-4.0943445622221,-3.4011973816621555,Plot_611,-3.4011973816621555,-2.5647027
Finbarr_G_Horgan_Lagenaria_siceraria_Philippines_2015,Tanay_dry,Lagenaria siceraria,1,0,2015,-4.0943445622221,-2.70805020110221,Plot_618,-2.70805020110221,-1.6485856
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Bukidnon01_dry,Luffa acutangula,1,0,2015,-4.0943445622221,-1.8971199848858813,Plot_620,-1.8971199848858813,-2.1741562
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Bukidnon01_wet,Luffa acutangula,1,0,2015,-4.0943445622221,-1.0498221244986778,Plot_621,-1.0498221244986778,-2.1741562
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Bukidnon02_dry,Luffa acutangula,1,0,2015,-4.0943445622221,-1.3862943611198906,Plot_622,-1.3862943611198906,-2.5647027
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Bukidnon02_wet,Luffa acutangula,1,0,2015,-4.0943445622221,-2.995732273553991,Plot_623,-2.995732273553991,-2.5647027
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,IRRI700_dry,Luffa acutangula,1,0,2015,-4.0943445622221,-2.70805020110221,Plot_628,-2.70805020110221,-2.6277068
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,IRRI700_wet,Luffa acutangula,1,0,2015,-4.0943445622221,-2.70805020110221,Plot_629,-2.70805020110221,-2.6277068
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Tanay_dry,Luffa acutangula,1,0,2015,-4.0943445622221,-1.3862943611198906,Plot_630,-1.3862943611198906,-1.6485856
Finbarr_G_Horgan_Luffa_acutangula_Philippines_2015,Tanay_wet,Luffa acutangula,1,0,2015,-4.0943445622221,-2.70805020110221,Plot_631,-2.70805020110221,-1.6485856
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Bukidnon01_dry,Momordica charantia,1,0,2015,-4.0943445622221,-1.8971199848858813,Plot_632,-1.8971199848858813,-2.1741562
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Bukidnon01_wet,Momordica charantia,1,0,2015,-4.0943445622221,-1.455287232606842,Plot_633,-1.455287232606842,-2.1741562
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Bukidnon02_dry,Momordica charantia,1,0,2015,-4.0943445622221,-1.6964492894237302,Plot_634,-1.6964492894237302,-2.5647027
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Bukidnon02_wet,Momordica charantia,1,0,2015,-4.0943445622221,-2.995732273553991,Plot_635,-2.995732273553991,-2.5647027
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,IRRI700_dry,Momordica charantia,1,0,2015,-4.0943445622221,-3.4011973816621555,Plot_640,-3.4011973816621555,-2.6277068
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,IRRI700_wet,Momordica charantia,1,0,2015,-4.0943445622221,-3.4011973816621555,Plot_641,-3.4011973816621555,-2.6277068
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Tanay_dry,Momordica charantia,1,0,2015,-4.0943445622221,0.2751032902449208,Plot_642,0.2751032902449208,-1.6485856
Finbarr_G_Horgan_Momordica_charantia_Philippines_2015,Tanay_wet,Momordica charantia,1,0,2015,-4.0943445622221,-2.70805020110221,Plot_643,-2.70805020110221,-1.6485856
Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,CASTELLANOS,Vaccinium meridionale,1,3,2013,-1.67397643357167,-4.382026634673881,Plot_691,-1.6739764335716716,-1.3585032
Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,GONZALEZ,Vaccinium meridionale,1,3,2013,-1.38629436111989,-0.6931471805599453,Plot_692,-0.3044891907681621,-2.3633113
Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,JIMENEZ,Vaccinium meridionale,1,3,2013,-0.338975366839331,-1.742969305058623,Plot_693,-0.1335313926245226,-0.91680837
Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,PENA,Vaccinium meridionale,1,3,2013,-2.30258509299405,-3.688879454113936,Plot_694,-2.184802057337662,-2.4041276
Guiomar_Nates_Parra_Vaccinium_meridionale_Colombia_2013,SIERRA,Vaccinium meridionale,1,3,2013,-1.20397280432594,-2.772588722239781,Plot_695,-1.0498221244986778,-0.7513154
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Biala,Fagopyrum esculentum,4,0,2005,-5.59842195899838,-4.212127597878484,Plot_696,-4.212127597878484,-2.240849
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Branew,Fagopyrum esculentum,4,0,2005,-6.65929391968364,-5.272999558563747,Plot_697,-5.272999558563747,-3.1035497
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Kapronie,Fagopyrum esculentum,4,0,2005,-6.20455776256869,-4.700480365792417,Plot_698,-4.59511985013459,-2.589763
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Kolonia Branewska,Fagopyrum esculentum,4,0,2005,-6.65929391968364,-5.560681631015528,Plot_699,-5.560681631015528,-3.3917494
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Majdan,Fagopyrum esculentum,4,0,2005,-6.49223983502047,-5.393627546352362,Plot_700,-5.393627546352362,-2.5589747
Hajnalka_Szentgyorgyi_Fagopyrum_esculentum_Poland_2005,Wolka Ratajska,Fagopyrum esculentum,4,0,2005,-6.17378610390194,-5.075173815233827,Plot_701,-5.075173815233827,-3.4220295
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,1,Brassica napus,4,0,2013,-1.79175946922805,-3.4011973816621555,Plot_750,-1.791759469228055,-2.7048657
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,10,Brassica napus,4,0,2013,-2.70805020110221,-3.4011973816621555,Plot_759,-2.70805020110221,-3.0463233
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,11,Brassica napus,4,0,2013,-2.70805020110221,-3.4011973816621555,Plot_760,-2.70805020110221,-2.454503
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,12,Brassica napus,4,0,2013,-3.40119738166216,-2.302585092994045,Plot_761,-2.302585092994045,-3.2728
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,13,Brassica napus,4,0,2013,-3.40119738166216,-3.4011973816621555,Plot_762,-3.4011973816621555,-2.9717026
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,14,Brassica napus,4,0,2013,-3.40119738166216,-3.4011973816621555,Plot_763,-3.4011973816621555,-3.3606982
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,15,Brassica napus,4,0,2013,-2.01490302054226,-1.791759469228055,Plot_764,-1.3217558399823195,-2.7035375
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,2,Brassica napus,4,0,2013,-2.30258509299405,-1.791759469228055,Plot_751,-1.455287232606842,-2.5126152
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,3,Brassica napus,4,0,2013,-3.40119738166216,-2.70805020110221,Plot_752,-2.70805020110221,-1.9594364
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,4,Brassica napus,4,0,2013,-3.40119738166216,-3.4011973816621555,Plot_753,-3.4011973816621555,-1.924966
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,5,Brassica napus,4,0,2013,-2.70805020110221,-3.4011973816621555,Plot_754,-2.70805020110221,-3.051004
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,6,Brassica napus,4,0,2013,-1.32175583998232,-2.302585092994045,Plot_755,-1.0986122886681098,-2.0829248
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,7,Brassica napus,4,0,2013,-2.30258509299405,-2.0149030205422647,Plot_756,-1.6094379124341005,-2.6013722
Ignasi_Bartomeus_Brassica_napus_Sweden_2013,8,Brassica napus,4,0,2013,-1.6094379124341,-2.70805020110221,Plot_757,-1.455287232606842,-2.2499874
